customer_id,name,email,customer_type,signup_date,lifetime_value,region
365,Customer_365,customer_365@kalvium.community,Enterprise,2023-05-02,167.94,West
366,Customer_366,customer_366@kalvium.community,Startup,2023-05-02,870.04,South
367,Customer_367,customer_367@kalvium.community,Enterprise,2023-05-03,1150.99,South
368,Customer_368,customer_368@kalvium.community,Enterprise,2023-05-03,854.7,South
369,Customer_369,customer_369@kalvium.community,Enterprise,2023-05-03,1422.52,South
370,Customer_370,customer_370@kalvium.community,Enterprise,2023-05-04,675.49,South
371,Customer_371,customer_371@kalvium.community,Enterprise,2023-05-04,1827.56,South
372,Customer_372,customer_372@kalvium.community,Enterprise,2023-05-04,497.19,South
373,Customer_373,customer_373@kalvium.community,Enterprise,2023-05-05,180.04,West
374,Customer_374,customer_374@kalvium.community,Startup,2023-05-05,280.75,North
375,Customer_375,customer_375@kalvium.community,Enterprise,2023-05-05,1050.79,East
376,Customer_376,customer_376@kalvium.community,Startup,2023-05-06,1321.19,Central
377,Customer_377,customer_377@kalvium.community,SMB,2023-05-06,351.26,East
378,Customer_378,customer_378@kalvium.community,Enterprise,2023-05-06,1011.21,East
379,Customer_379,customer_379@kalvium.community,SMB,2023-05-07,739.86,North
380,Customer_380,customer_380@kalvium.community,Startup,2023-05-07,1585.18,North
381,Customer_381,customer_381@kalvium.community,Enterprise,2023-05-07,824.31,North
382,Customer_382,customer_382@kalvium.community,Startup,2023-05-08,1101.04,South
383,Customer_383,customer_383@kalvium.community,Startup,2023-05-08,1471.81,West
384,Customer_384,customer_384@kalvium.community,SMB,2023-05-08,957.86,South
385,Customer_385,customer_385@kalvium.community,SMB,2023-05-09,394.4,West
386,Customer_386,customer_386@kalvium.community,SMB,2023-05-09,308.28,West
387,Customer_387,customer_387@kalvium.community,Startup,2023-05-09,1543.08,East
388,Customer_388,customer_388@kalvium.community,Enterprise,2023-05-10,1572.0,East
389,Customer_389,customer_389@kalvium.community,SMB,2023-05-10,23.69,West
390,Customer_390,customer_390@kalvium.community,SMB,2023-05-10,1548.75,West
391,Customer_391,customer_391@kalvium.community,Enterprise,2023-05-11,883.81,South
392,Customer_392,customer_392@kalvium.community,Startup,2023-05-11,263.43,South
393,Customer_393,customer_393@kalvium.community,Startup,2023-05-11,241.52,East
394,Customer_394,customer_394@kalvium.community,SMB,2023-05-12,127.79,North
395,Customer_395,customer_395@kalvium.community,Startup,2023-05-12,1447.56,West
396,Customer_396,customer_396@kalvium.community,Enterprise,2023-05-12,212.26,South
397,Customer_397,customer_397@kalvium.community,SMB,2023-05-13,733.53,East
398,Customer_398,customer_398@kalvium.community,Startup,2023-05-13,602.43,South
399,Customer_399,customer_399@kalvium.community,SMB,2023-05-13,1058.79,West
400,Customer_400,customer_400@kalvium.community,SMB,2023-05-14,1305.71,West
401,Customer_401,customer_401@kalvium.community,Enterprise,2023-05-14,2088.25,Central
402,Customer_402,customer_402@kalvium.community,Enterprise,2023-05-14,37.89,North
403,Customer_403,customer_403@kalvium.community,Startup,2023-05-15,882.31,Central
404,Customer_404,customer_404@kalvium.community,SMB,2023-05-15,447.96,East
405,Customer_405,customer_405@kalvium.community,Startup,2023-05-15,795.53,South
406,Customer_406,customer_406@kalvium.community,SMB,2023-05-16,274.83,East
407,Customer_407,customer_407@kalvium.community,Startup,2023-05-16,638.1,West
408,Customer_408,customer_408@kalvium.community,Enterprise,2023-05-16,497.25,Central
409,Customer_409,customer_409@kalvium.community,Enterprise,2023-05-17,750.79,Central
410,Customer_410,customer_410@kalvium.community,Enterprise,2023-05-17,39.35,Central
411,Customer_411,customer_411@kalvium.community,Startup,2023-05-17,301.88,East
412,Customer_412,customer_412@kalvium.community,Enterprise,2023-05-18,1260.59,West
413,Customer_413,customer_413@kalvium.community,Enterprise,2023-05-18,948.74,South
414,Customer_414,customer_414@kalvium.community,Startup,2023-05-18,887.02,South
415,Customer_415,customer_415@kalvium.community,Startup,2023-05-19,595.23,East
416,Customer_416,customer_416@kalvium.community,Startup,2023-05-19,1464.16,Central
417,Customer_417,customer_417@kalvium.community,Startup,2023-05-19,191.82,North
418,Customer_418,customer_418@kalvium.community,Startup,2023-05-20,168.09,East
419,Customer_419,customer_419@kalvium.community,Startup,2023-05-20,1147.94,East
420,Customer_420,customer_420@kalvium.community,SMB,2023-05-20,379.36,West
421,Customer_421,customer_421@kalvium.community,SMB,2023-05-21,1028.09,South
422,Customer_422,customer_422@kalvium.community,SMB,2023-05-21,943.4,East
423,Customer_423,customer_423@kalvium.community,Enterprise,2023-05-21,676.3,East
424,Customer_424,customer_424@kalvium.community,Startup,2023-05-22,1179.64,Central
425,Customer_425,customer_425@kalvium.community,Enterprise,2023-05-22,616.06,Central
426,Customer_426,customer_426@kalvium.community,Startup,2023-05-22,506.62,North
427,Customer_427,customer_427@kalvium.community,Startup,2023-05-23,1351.85,West
428,Customer_428,customer_428@kalvium.community,SMB,2023-05-23,841.62,North
429,Customer_429,customer_429@kalvium.community,Startup,2023-05-23,752.61,Central
430,Customer_430,customer_430@kalvium.community,Enterprise,2023-05-24,306.29,South
431,Customer_431,customer_431@kalvium.community,Enterprise,2023-05-24,935.46,Central
432,Customer_432,customer_432@kalvium.community,SMB,2023-05-24,809.2,West
433,Customer_433,customer_433@kalvium.community,Startup,2023-05-25,904.98,Central
434,Customer_434,customer_434@kalvium.community,Enterprise,2023-05-25,1340.26,West
435,Customer_435,customer_435@kalvium.community,Enterprise,2023-05-25,753.83,West
436,Customer_436,customer_436@kalvium.community,SMB,2023-05-26,1056.39,West
437,Customer_437,customer_437@kalvium.community,Enterprise,2023-05-26,1082.34,West
438,Customer_438,customer_438@kalvium.community,SMB,2023-05-26,1129.19,West
439,Customer_439,customer_439@kalvium.community,SMB,2023-05-27,1518.58,South
440,Customer_440,customer_440@kalvium.community,Enterprise,2023-05-27,971.46,North
441,Customer_441,customer_441@kalvium.community,Enterprise,2023-05-27,1216.37,East
442,Customer_442,customer_442@kalvium.community,Enterprise,2023-05-28,865.3,North
443,Customer_443,customer_443@kalvium.community,Startup,2023-05-28,633.55,West
444,Customer_444,customer_444@kalvium.community,Startup,2023-05-28,462.43,South
445,Customer_445,customer_445@kalvium.community,SMB,2023-05-29,1118.3,Central
446,Customer_446,customer_446@kalvium.community,Enterprise,2023-05-29,864.66,South
447,Customer_447,customer_447@kalvium.community,Enterprise,2023-05-29,317.06,West
448,Customer_448,customer_448@kalvium.community,SMB,2023-05-30,219.34,South
449,Customer_449,customer_449@kalvium.community,Startup,2023-05-30,1128.65,South
450,Customer_450,customer_450@kalvium.community,Enterprise,2023-05-30,1542.24,West
451,Customer_451,customer_451@kalvium.community,SMB,2023-05-31,1007.87,South
452,Customer_452,customer_452@kalvium.community,Startup,2023-05-31,1362.3,East
453,Customer_453,customer_453@kalvium.community,Startup,2023-05-31,1128.74,East
454,Customer_454,customer_454@kalvium.community,Enterprise,2023-06-01,1145.87,South
455,Customer_455,customer_455@kalvium.community,Enterprise,2023-06-01,804.6,Central
456,Customer_456,customer_456@kalvium.community,Startup,2023-06-01,1131.64,West
457,Customer_457,customer_457@kalvium.community,Enterprise,2023-06-02,1039.78,East
458,Customer_458,customer_458@kalvium.community,Startup,2023-06-02,259.26,Central
459,Customer_459,customer_459@kalvium.community,Enterprise,2023-06-02,1395.99,South
460,Customer_460,customer_460@kalvium.community,Enterprise,2023-06-03,743.37,Central
461,Customer_461,customer_461@kalvium.community,Enterprise,2023-06-03,397.72,North
462,Customer_462,customer_462@kalvium.community,Startup,2023-06-03,365.55,East
463,Customer_463,customer_463@kalvium.community,SMB,2023-06-04,742.91,South
464,Customer_464,customer_464@kalvium.community,Startup,2023-06-04,148.11,West
465,Customer_465,customer_465@kalvium.community,Enterprise,2023-06-04,850.97,South
466,Customer_466,customer_466@kalvium.community,Startup,2023-06-05,269.5,West
467,Customer_467,customer_467@kalvium.community,Startup,2023-06-05,789.05,South
468,Customer_468,customer_468@kalvium.community,SMB,2023-06-05,472.3,Central
469,Customer_469,customer_469@kalvium.community,Enterprise,2023-06-06,248.28,Central
470,Customer_470,customer_470@kalvium.community,Enterprise,2023-06-06,0.0,Central
471,Customer_471,customer_471@kalvium.community,Enterprise,2023-06-06,1522.53,North
472,Customer_472,customer_472@kalvium.community,Enterprise,2023-06-07,566.24,West
473,Customer_473,customer_473@kalvium.community,Enterprise,2023-06-07,439.78,Central
474,Customer_474,customer_474@kalvium.community,SMB,2023-06-07,829.22,North
475,Customer_475,customer_475@kalvium.community,Startup,2023-06-08,176.5,West
476,Customer_476,customer_476@kalvium.community,Enterprise,2023-06-08,1203.64,South
477,Customer_477,customer_477@kalvium.community,Enterprise,2023-06-08,1224.24,North
478,Customer_478,customer_478@kalvium.community,Startup,2023-06-09,578.09,East
479,Customer_479,customer_479@kalvium.community,Enterprise,2023-06-09,610.18,North
480,Customer_480,customer_480@kalvium.community,Startup,2023-06-09,2097.86,North
481,Customer_481,customer_481@kalvium.community,Startup,2023-06-10,1420.29,West
482,Customer_482,customer_482@kalvium.community,Startup,2023-06-10,187.64,South
483,Customer_483,customer_483@kalvium.community,Startup,2023-06-10,1011.68,East
484,Customer_484,customer_484@kalvium.community,Startup,2023-06-11,347.26,Central
485,Customer_485,customer_485@kalvium.community,Startup,2023-06-11,2259.09,Central
486,Customer_486,customer_486@kalvium.community,Enterprise,2023-06-11,997.13,North
487,Customer_487,customer_487@kalvium.community,Enterprise,2023-06-12,433.61,West
488,Customer_488,customer_488@kalvium.community,Startup,2023-06-12,1647.3,West
489,Customer_489,customer_489@kalvium.community,Enterprise,2023-06-12,658.23,Central
490,Customer_490,customer_490@kalvium.community,SMB,2023-06-13,1661.12,East
491,Customer_491,customer_491@kalvium.community,Startup,2023-06-13,1349.61,South
492,Customer_492,customer_492@kalvium.community,Startup,2023-06-13,670.49,East
493,Customer_493,customer_493@kalvium.community,Startup,2023-06-14,1157.99,South
494,Customer_494,customer_494@kalvium.community,Enterprise,2023-06-14,2379.73,Central
495,Customer_495,customer_495@kalvium.community,Startup,2023-06-14,708.79,South
496,Customer_496,customer_496@kalvium.community,Startup,2023-06-15,359.89,West
497,Customer_497,customer_497@kalvium.community,Startup,2023-06-15,725.65,North
498,Customer_498,customer_498@kalvium.community,Enterprise,2023-06-15,592.8,North
499,Customer_499,customer_499@kalvium.community,Enterprise,2023-06-16,1630.06,Central
500,Customer_500,customer_500@kalvium.community,Enterprise,2023-06-16,1074.79,West
501,Customer_501,customer_501@kalvium.community,Startup,2023-06-16,333.29,East
502,Customer_502,customer_502@kalvium.community,Startup,2023-06-17,902.58,West
503,Customer_503,customer_503@kalvium.community,Startup,2023-06-17,895.46,North
504,Customer_504,customer_504@kalvium.community,SMB,2023-06-17,2066.8,North
505,Customer_505,customer_505@kalvium.community,Startup,2023-06-18,1753.71,West
506,Customer_506,customer_506@kalvium.community,Enterprise,2023-06-18,522.39,West
507,Customer_507,customer_507@kalvium.community,Enterprise,2023-06-18,683.06,North
508,Customer_508,customer_508@kalvium.community,SMB,2023-06-19,253.95,East
509,Customer_509,customer_509@kalvium.community,Enterprise,2023-06-19,650.77,Central
510,Customer_510,customer_510@kalvium.community,SMB,2023-06-19,0.0,Central
511,Customer_511,customer_511@kalvium.community,Startup,2023-06-20,580.89,West
512,Customer_512,customer_512@kalvium.community,Startup,2023-06-20,647.68,Central
513,Customer_513,customer_513@kalvium.community,Enterprise,2023-06-20,119.99,North
514,Customer_514,customer_514@kalvium.community,SMB,2023-06-21,1161.54,North
515,Customer_515,customer_515@kalvium.community,Enterprise,2023-06-21,772.14,West
516,Customer_516,customer_516@kalvium.community,Enterprise,2023-06-21,472.13,West
517,Customer_517,customer_517@kalvium.community,Startup,2023-06-22,987.82,West
518,Customer_518,customer_518@kalvium.community,SMB,2023-06-22,367.46,East
519,Customer_519,customer_519@kalvium.community,Enterprise,2023-06-22,1137.29,Central
520,Customer_520,customer_520@kalvium.community,Enterprise,2023-06-23,1520.32,West
521,Customer_521,customer_521@kalvium.community,Startup,2023-06-23,258.85,South
522,Customer_522,customer_522@kalvium.community,Startup,2023-06-23,359.48,South
523,Customer_523,customer_523@kalvium.community,Enterprise,2023-06-24,716.26,North
524,Customer_524,customer_524@kalvium.community,SMB,2023-06-24,446.02,Central
525,Customer_525,customer_525@kalvium.community,SMB,2023-06-24,484.8,West
526,Customer_526,customer_526@kalvium.community,Startup,2023-06-25,409.76,South
527,Customer_527,customer_527@kalvium.community,Startup,2023-06-25,346.47,Central
528,Customer_528,customer_528@kalvium.community,Startup,2023-06-25,1499.44,North
529,Customer_529,customer_529@kalvium.community,Enterprise,2023-06-26,790.21,East
530,Customer_530,customer_530@kalvium.community,SMB,2023-06-26,1039.95,Central
531,Customer_531,customer_531@kalvium.community,SMB,2023-06-26,500.05,Central
532,Customer_532,customer_532@kalvium.community,Enterprise,2023-06-27,463.24,East
533,Customer_533,customer_533@kalvium.community,Enterprise,2023-06-27,1427.35,Central
534,Customer_534,customer_534@kalvium.community,Startup,2023-06-27,332.13,North
535,Customer_535,customer_535@kalvium.community,SMB,2023-06-28,99.77,North
536,Customer_536,customer_536@kalvium.community,Enterprise,2023-06-28,1167.97,East
537,Customer_537,customer_537@kalvium.community,SMB,2023-06-28,1211.36,West
538,Customer_538,customer_538@kalvium.community,Enterprise,2023-06-29,173.11,South
539,Customer_539,customer_539@kalvium.community,Startup,2023-06-29,0.0,West
540,Customer_540,customer_540@kalvium.community,Enterprise,2023-06-29,949.0,Central
541,Customer_541,customer_541@kalvium.community,Enterprise,2023-06-30,896.32,South
542,Customer_542,customer_542@kalvium.community,Startup,2023-06-30,905.54,East
543,Customer_543,customer_543@kalvium.community,Enterprise,2023-06-30,83.72,East
544,Customer_544,customer_544@kalvium.community,Startup,2023-07-01,861.88,South
545,Customer_545,customer_545@kalvium.community,Startup,2023-07-01,0.0,North
546,Customer_546,customer_546@kalvium.community,Startup,2023-07-01,211.1,South
547,Customer_547,customer_547@kalvium.community,Enterprise,2023-07-02,1058.74,Central
548,Customer_548,customer_548@kalvium.community,Startup,2023-07-02,566.29,North
549,Customer_549,customer_549@kalvium.community,Startup,2023-07-02,1631.22,East
550,Customer_550,customer_550@kalvium.community,SMB,2023-07-03,920.83,South
551,Customer_551,customer_551@kalvium.community,Startup,2023-07-03,668.22,West
552,Customer_552,customer_552@kalvium.community,SMB,2023-07-03,335.72,West
553,Customer_553,customer_553@kalvium.community,Startup,2023-07-04,496.1,Central
554,Customer_554,customer_554@kalvium.community,Startup,2023-07-04,721.25,West
555,Customer_555,customer_555@kalvium.community,SMB,2023-07-04,1226.31,South
556,Customer_556,customer_556@kalvium.community,Startup,2023-07-05,721.2,South
557,Customer_557,customer_557@kalvium.community,Enterprise,2023-07-05,1032.95,West
558,Customer_558,customer_558@kalvium.community,Enterprise,2023-07-05,1326.84,South
559,Customer_559,customer_559@kalvium.community,SMB,2023-07-06,1157.51,Central
560,Customer_560,customer_560@kalvium.community,Startup,2023-07-06,1519.73,North
561,Customer_561,customer_561@kalvium.community,SMB,2023-07-06,1407.98,Central
562,Customer_562,customer_562@kalvium.community,Enterprise,2023-07-07,636.78,Central
563,Customer_563,customer_563@kalvium.community,Enterprise,2023-07-07,1117.53,South
564,Customer_564,customer_564@kalvium.community,Enterprise,2023-07-07,1305.12,North
565,Customer_565,customer_565@kalvium.community,Startup,2023-07-08,303.16,South
566,Customer_566,customer_566@kalvium.community,Startup,2023-07-08,1027.34,East
567,Customer_567,customer_567@kalvium.community,Startup,2023-07-08,644.95,South
568,Customer_568,customer_568@kalvium.community,Startup,2023-07-09,429.34,South
569,Customer_569,customer_569@kalvium.community,Enterprise,2023-07-09,249.36,South
570,Customer_570,customer_570@kalvium.community,Startup,2023-07-09,392.15,North
571,Customer_571,customer_571@kalvium.community,Startup,2023-07-10,2153.85,South
572,Customer_572,customer_572@kalvium.community,SMB,2023-07-10,1018.26,North
573,Customer_573,customer_573@kalvium.community,Startup,2023-07-10,1538.48,West
574,Customer_574,customer_574@kalvium.community,Startup,2023-07-11,256.17,East
575,Customer_575,customer_575@kalvium.community,SMB,2023-07-11,334.9,North
576,Customer_576,customer_576@kalvium.community,Enterprise,2023-07-11,326.31,West
577,Customer_577,customer_577@kalvium.community,Enterprise,2023-07-12,486.06,North
578,Customer_578,customer_578@kalvium.community,Enterprise,2023-07-12,164.77,North
579,Customer_579,customer_579@kalvium.community,Startup,2023-07-12,1193.88,East
580,Customer_580,customer_580@kalvium.community,Startup,2023-07-13,857.19,Central
581,Customer_581,customer_581@kalvium.community,Startup,2023-07-13,268.21,Central
582,Customer_582,customer_582@kalvium.community,Enterprise,2023-07-13,2194.57,North
583,Customer_583,customer_583@kalvium.community,Startup,2023-07-14,288.89,South
584,Customer_584,customer_584@kalvium.community,Startup,2023-07-14,890.37,West
585,Customer_585,customer_585@kalvium.community,Startup,2023-07-14,59.44,South
586,Customer_586,customer_586@kalvium.community,Enterprise,2023-07-15,247.03,South
587,Customer_587,customer_587@kalvium.community,Enterprise,2023-07-15,1240.79,North
588,Customer_588,customer_588@kalvium.community,Enterprise,2023-07-15,1233.64,North
589,Customer_589,customer_589@kalvium.community,Enterprise,2023-07-16,751.06,North
590,Customer_590,customer_590@kalvium.community,Enterprise,2023-07-16,506.26,North
591,Customer_591,customer_591@kalvium.community,Enterprise,2023-07-16,402.01,Central
592,Customer_592,customer_592@kalvium.community,Startup,2023-07-17,253.58,North
593,Customer_593,customer_593@kalvium.community,Enterprise,2023-07-17,437.72,Central
594,Customer_594,customer_594@kalvium.community,Startup,2023-07-17,180.55,Central
595,Customer_595,customer_595@kalvium.community,SMB,2023-07-18,1119.66,North
596,Customer_596,customer_596@kalvium.community,Startup,2023-07-18,912.28,East
597,Customer_597,customer_597@kalvium.community,Startup,2023-07-18,1607.06,West
598,Customer_598,customer_598@kalvium.community,Enterprise,2023-07-19,796.97,South
599,Customer_599,customer_599@kalvium.community,Enterprise,2023-07-19,378.95,Central
600,Customer_600,customer_600@kalvium.community,Enterprise,2023-07-19,439.1,West
601,Customer_601,customer_601@kalvium.community,Enterprise,2023-07-20,1004.17,East
602,Customer_602,customer_602@kalvium.community,Startup,2023-07-20,1524.84,South
603,Customer_603,customer_603@kalvium.community,Enterprise,2023-07-20,783.94,South
604,Customer_604,customer_604@kalvium.community,Enterprise,2023-07-21,585.04,Central
605,Customer_605,customer_605@kalvium.community,Enterprise,2023-07-21,1784.38,North
606,Customer_606,customer_606@kalvium.community,Startup,2023-07-21,1668.52,East
607,Customer_607,customer_607@kalvium.community,Enterprise,2023-07-22,873.94,Central
608,Customer_608,customer_608@kalvium.community,Startup,2023-07-22,578.44,East
609,Customer_609,customer_609@kalvium.community,Startup,2023-07-22,109.73,North
610,Customer_610,customer_610@kalvium.community,Startup,2023-07-23,708.97,North
611,Customer_611,customer_611@kalvium.community,Enterprise,2023-07-23,654.52,Central
612,Customer_612,customer_612@kalvium.community,SMB,2023-07-23,485.44,North
613,Customer_613,customer_613@kalvium.community,Startup,2023-07-24,1144.93,West
614,Customer_614,customer_614@kalvium.community,Enterprise,2023-07-24,1038.38,South
615,Customer_615,customer_615@kalvium.community,SMB,2023-07-24,998.14,Central
616,Customer_616,customer_616@kalvium.community,Enterprise,2023-07-25,345.16,East
617,Customer_617,customer_617@kalvium.community,Enterprise,2023-07-25,590.66,West
618,Customer_618,customer_618@kalvium.community,Startup,2023-07-25,1142.88,Central
619,Customer_619,customer_619@kalvium.community,SMB,2023-07-26,1071.79,North
620,Customer_620,customer_620@kalvium.community,SMB,2023-07-26,1650.89,North
621,Customer_621,customer_621@kalvium.community,Enterprise,2023-07-26,993.48,North
622,Customer_622,customer_622@kalvium.community,Enterprise,2023-07-27,951.12,North
623,Customer_623,customer_623@kalvium.community,Startup,2023-07-27,120.09,East
624,Customer_624,customer_624@kalvium.community,Startup,2023-07-27,780.38,West
625,Customer_625,customer_625@kalvium.community,Startup,2023-07-28,342.86,South
626,Customer_626,customer_626@kalvium.community,Startup,2023-07-28,675.48,East
627,Customer_627,customer_627@kalvium.community,Startup,2023-07-28,155.97,East
628,Customer_628,customer_628@kalvium.community,SMB,2023-07-29,1610.96,South
629,Customer_629,customer_629@kalvium.community,Enterprise,2023-07-29,528.1,South
630,Customer_630,customer_630@kalvium.community,Startup,2023-07-29,844.77,North
631,Customer_631,customer_631@kalvium.community,SMB,2023-07-30,405.96,East
632,Customer_632,customer_632@kalvium.community,SMB,2023-07-30,482.56,Central
633,Customer_633,customer_633@kalvium.community,Startup,2023-07-30,304.28,South
634,Customer_634,customer_634@kalvium.community,Startup,2023-07-31,992.21,South
635,Customer_635,customer_635@kalvium.community,Enterprise,2023-07-31,373.66,West
636,Customer_636,customer_636@kalvium.community,Startup,2023-07-31,259.95,Central
637,Customer_637,customer_637@kalvium.community,Startup,2023-08-01,1220.53,Central
638,Customer_638,customer_638@kalvium.community,Enterprise,2023-08-01,977.75,South
639,Customer_639,customer_639@kalvium.community,Startup,2023-08-01,834.71,North
640,Customer_640,customer_640@kalvium.community,Startup,2023-08-02,878.75,West
641,Customer_641,customer_641@kalvium.community,Enterprise,2023-08-02,195.38,Central
642,Customer_642,customer_642@kalvium.community,Startup,2023-08-02,418.93,South
643,Customer_643,customer_643@kalvium.community,Enterprise,2023-08-03,304.18,Central
644,Customer_644,customer_644@kalvium.community,Startup,2023-08-03,1245.24,West
645,Customer_645,customer_645@kalvium.community,Enterprise,2023-08-03,1136.57,West
646,Customer_646,customer_646@kalvium.community,SMB,2023-08-04,913.77,East
647,Customer_647,customer_647@kalvium.community,Startup,2023-08-04,280.76,South
648,Customer_648,customer_648@kalvium.community,Startup,2023-08-04,366.36,West
649,Customer_649,customer_649@kalvium.community,SMB,2023-08-05,298.49,East
650,Customer_650,customer_650@kalvium.community,Startup,2023-08-05,1138.63,East
651,Customer_651,customer_651@kalvium.community,Enterprise,2023-08-05,1041.19,Central
652,Customer_652,customer_652@kalvium.community,Startup,2023-08-06,1085.3,Central
653,Customer_653,customer_653@kalvium.community,Startup,2023-08-06,870.67,East
654,Customer_654,customer_654@kalvium.community,SMB,2023-08-06,482.35,Central
655,Customer_655,customer_655@kalvium.community,Startup,2023-08-07,293.41,West
656,Customer_656,customer_656@kalvium.community,Enterprise,2023-08-07,568.9,North
657,Customer_657,customer_657@kalvium.community,Startup,2023-08-07,701.65,West
658,Customer_658,customer_658@kalvium.community,Startup,2023-08-08,1890.15,East
659,Customer_659,customer_659@kalvium.community,Startup,2023-08-08,1313.34,East
660,Customer_660,customer_660@kalvium.community,Startup,2023-08-08,1415.89,West
661,Customer_661,customer_661@kalvium.community,Startup,2023-08-09,792.64,Central
662,Customer_662,customer_662@kalvium.community,Enterprise,2023-08-09,1305.67,Central
663,Customer_663,customer_663@kalvium.community,Startup,2023-08-09,448.1,East
664,Customer_664,customer_664@kalvium.community,Enterprise,2023-08-10,1891.38,South
665,Customer_665,customer_665@kalvium.community,Enterprise,2023-08-10,643.28,Central
666,Customer_666,customer_666@kalvium.community,Enterprise,2023-08-10,1608.72,West
667,Customer_667,customer_667@kalvium.community,Enterprise,2023-08-11,331.58,Central
668,Customer_668,customer_668@kalvium.community,Enterprise,2023-08-11,642.87,West
669,Customer_669,customer_669@kalvium.community,Enterprise,2023-08-11,883.24,East
670,Customer_670,customer_670@kalvium.community,Startup,2023-08-12,916.54,Central
671,Customer_671,customer_671@kalvium.community,Enterprise,2023-08-12,389.47,West
672,Customer_672,customer_672@kalvium.community,SMB,2023-08-12,971.23,East
673,Customer_673,customer_673@kalvium.community,Enterprise,2023-08-13,510.16,South
674,Customer_674,customer_674@kalvium.community,Startup,2023-08-13,955.4,West
675,Customer_675,customer_675@kalvium.community,Startup,2023-08-13,859.16,South
676,Customer_676,customer_676@kalvium.community,Enterprise,2023-08-14,315.54,South
677,Customer_677,customer_677@kalvium.community,Enterprise,2023-08-14,395.49,North
678,Customer_678,customer_678@kalvium.community,Startup,2023-08-14,671.19,Central
679,Customer_679,customer_679@kalvium.community,Enterprise,2023-08-15,214.07,West
680,Customer_680,customer_680@kalvium.community,SMB,2023-08-15,878.14,South
681,Customer_681,customer_681@kalvium.community,SMB,2023-08-15,679.04,North
682,Customer_682,customer_682@kalvium.community,Startup,2023-08-16,329.44,East
683,Customer_683,customer_683@kalvium.community,Enterprise,2023-08-16,441.31,West
684,Customer_684,customer_684@kalvium.community,Startup,2023-08-16,180.36,South
685,Customer_685,customer_685@kalvium.community,Enterprise,2023-08-17,1789.76,Central
686,Customer_686,customer_686@kalvium.community,Startup,2023-08-17,839.36,North
687,Customer_687,customer_687@kalvium.community,Startup,2023-08-17,568.13,South
688,Customer_688,customer_688@kalvium.community,Startup,2023-08-18,1393.65,Central
689,Customer_689,customer_689@kalvium.community,SMB,2023-08-18,113.26,South
690,Customer_690,customer_690@kalvium.community,Enterprise,2023-08-18,1070.32,West
691,Customer_691,customer_691@kalvium.community,Startup,2023-08-19,1329.46,West
692,Customer_692,customer_692@kalvium.community,Startup,2023-08-19,507.83,West
693,Customer_693,customer_693@kalvium.community,Startup,2023-08-19,300.55,North
694,Customer_694,customer_694@kalvium.community,Enterprise,2023-08-20,1311.12,West
695,Customer_695,customer_695@kalvium.community,Enterprise,2023-08-20,245.86,Central
696,Customer_696,customer_696@kalvium.community,Startup,2023-08-20,717.27,South
697,Customer_697,customer_697@kalvium.community,Startup,2023-08-21,0.0,East
698,Customer_698,customer_698@kalvium.community,Startup,2023-08-21,750.98,Central
699,Customer_699,customer_699@kalvium.community,Enterprise,2023-08-21,1374.39,Central
700,Customer_700,customer_700@kalvium.community,Startup,2023-08-22,793.64,West
701,Customer_701,customer_701@kalvium.community,Startup,2023-08-22,604.86,North
702,Customer_702,customer_702@kalvium.community,Enterprise,2023-08-22,1103.46,South
703,Customer_703,customer_703@kalvium.community,Startup,2023-08-23,812.02,North
704,Customer_704,customer_704@kalvium.community,Enterprise,2023-08-23,707.89,South
705,Customer_705,customer_705@kalvium.community,Enterprise,2023-08-23,39.83,South
706,Customer_706,customer_706@kalvium.community,Enterprise,2023-08-24,280.5,North
707,Customer_707,customer_707@kalvium.community,Startup,2023-08-24,201.53,Central
708,Customer_708,customer_708@kalvium.community,SMB,2023-08-24,642.92,South
709,Customer_709,customer_709@kalvium.community,Startup,2023-08-25,651.39,North
710,Customer_710,customer_710@kalvium.community,Startup,2023-08-25,729.4,South
711,Customer_711,customer_711@kalvium.community,SMB,2023-08-25,545.95,East
712,Customer_712,customer_712@kalvium.community,Startup,2023-08-26,970.69,Central
713,Customer_713,customer_713@kalvium.community,Startup,2023-08-26,410.21,West
714,Customer_714,customer_714@kalvium.community,Startup,2023-08-26,627.27,South
715,Customer_715,customer_715@kalvium.community,Startup,2023-08-27,874.89,East
716,Customer_716,customer_716@kalvium.community,Enterprise,2023-08-27,676.08,West
717,Customer_717,customer_717@kalvium.community,SMB,2023-08-27,95.24,West
718,Customer_718,customer_718@kalvium.community,Enterprise,2023-08-28,917.16,South
719,Customer_719,customer_719@kalvium.community,Enterprise,2023-08-28,167.05,North
720,Customer_720,customer_720@kalvium.community,SMB,2023-08-28,3282.16,South
721,Customer_721,customer_721@kalvium.community,Enterprise,2023-08-29,569.42,East
722,Customer_722,customer_722@kalvium.community,Enterprise,2023-08-29,1020.78,West
723,Customer_723,customer_723@kalvium.community,Enterprise,2023-08-29,736.56,South
724,Customer_724,customer_724@kalvium.community,SMB,2023-08-30,65.76,North
725,Customer_725,customer_725@kalvium.community,Startup,2023-08-30,584.62,South
726,Customer_726,customer_726@kalvium.community,SMB,2023-08-30,1675.11,Central
727,Customer_727,customer_727@kalvium.community,Enterprise,2023-08-31,1297.09,North
728,Customer_728,customer_728@kalvium.community,SMB,2023-08-31,987.76,East
